epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,462.921,0.44987,0.55733,0.3443,0.89478,0,0.98199,0.99639,0.99453,0.92378,0.98199,0.99639,0.99453,0.91426,0.37637,0.36127,0.28597,0.90809,0,0.000927685,0.000927685,0.000927685
12,499.185,0.44523,0.5585,0.34261,0.8947,0,0.96791,0.98014,0.99271,0.92618,0.98191,0.97953,0.99369,0.9074,0.37689,0.36827,0.27534,0.88313,0,0.000909353,0.000909353,0.000909353
13,535.38,0.43318,0.5306,0.32876,0.89088,0,0.98901,0.97448,0.9938,0.92269,0.98901,0.97448,0.9938,0.91206,0.3623,0.35288,0.27475,0.88413,0,0.000891022,0.000891022,0.000891022
14,571.692,0.45178,0.54394,0.33638,0.89261,0,0.9892,0.99184,0.99475,0.92809,0.9892,0.99184,0.99475,0.91495,0.3803,0.38543,0.26556,0.90484,0,0.000872691,0.000872691,0.000872691
15,608.076,0.43976,0.54689,0.33446,0.88924,0,0.98555,0.98515,0.99394,0.9201,0.985,0.98917,0.99464,0.91138,0.37852,0.37549,0.2551,0.90765,0,0.000854359,0.000854359,0.000854359
16,644.26,0.41638,0.515,0.32254,0.86983,0,0.98036,0.98556,0.99351,0.92392,0.98754,0.99278,0.99482,0.9215,0.35359,0.34959,0.24187,0.88212,0,0.000836027,0.000836027,0.000836027
17,680.544,0.41095,0.49025,0.31003,0.87539,0,0.97849,0.98556,0.9939,0.93518,0.98566,0.99278,0.99478,0.92265,0.35466,0.3522,0.25701,0.88158,0,0.000817696,0.000817696,0.000817696
18,716.719,0.40682,0.50185,0.3153,0.86553,0,0.97492,0.98228,0.99399,0.93317,0.98208,0.9895,0.99453,0.92547,0.35863,0.32201,0.25729,0.87754,0,0.000799365,0.000799365,0.000799365
19,752.928,0.41154,0.50819,0.31105,0.87375,0,0.98212,0.99147,0.9946,0.93927,0.9857,0.99504,0.99464,0.92848,0.33743,0.32735,0.25642,0.87435,0,0.000781033,0.000781033,0.000781033
20,789.679,0.40454,0.48639,0.30949,0.86581,0,0.98313,0.99639,0.9946,0.93817,0.98313,0.99639,0.9946,0.92866,0.34265,0.33159,0.24246,0.88232,0,0.000762702,0.000762702,0.000762702
21,825.892,0.38174,0.4589,0.295,0.85336,0,0.9855,0.98123,0.99396,0.94436,0.98912,0.98484,0.99435,0.92619,0.33616,0.33983,0.23711,0.8825,0,0.00074437,0.00074437,0.00074437
22,861.847,0.36921,0.47174,0.29239,0.85333,0,0.98539,0.97399,0.9941,0.94551,0.98904,0.97753,0.99432,0.92773,0.32406,0.33343,0.2399,0.86047,0,0.000726038,0.000726038,0.000726038
23,898.074,0.37935,0.4875,0.30275,0.85595,0,0.98245,0.99639,0.99475,0.94801,0.98245,0.99639,0.99475,0.93366,0.32443,0.32081,0.22722,0.87895,0,0.000707707,0.000707707,0.000707707
24,934.256,0.387,0.46841,0.29462,0.8615,0,0.98769,0.97473,0.9937,0.94146,0.99135,0.97834,0.99442,0.9292,0.32775,0.33805,0.24502,0.86903,0,0.000689376,0.000689376,0.000689376
25,970.114,0.38173,0.46618,0.29323,0.86465,0,0.98152,0.97834,0.99343,0.93869,0.98879,0.98556,0.9946,0.93086,0.33506,0.33776,0.22791,0.87807,0,0.000671044,0.000671044,0.000671044
26,1006.08,0.36715,0.42452,0.28026,0.86125,0,0.98532,0.96902,0.99334,0.93897,0.99081,0.97834,0.99419,0.93118,0.3316,0.3156,0.24884,0.86565,0,0.000652712,0.000652712,0.000652712
27,1042.29,0.36338,0.4563,0.28404,0.84428,0,0.98511,0.98917,0.99442,0.94192,0.9887,0.99278,0.99464,0.92924,0.33777,0.32077,0.22682,0.88497,0,0.000634381,0.000634381,0.000634381
28,1078.18,0.37247,0.47038,0.28837,0.85443,0,0.98555,0.98491,0.99421,0.94799,0.98916,0.98852,0.9946,0.93187,0.32899,0.32381,0.23174,0.88178,0,0.000616049,0.000616049,0.000616049
29,1114.2,0.35585,0.43829,0.27871,0.84831,0,0.98207,0.98895,0.99406,0.94645,0.98566,0.99256,0.99467,0.93031,0.31496,0.30543,0.22471,0.87224,0,0.000597718,0.000597718,0.000597718
30,1149.99,0.34917,0.42231,0.27543,0.84696,0,0.98552,0.98303,0.99424,0.94759,0.98914,0.98664,0.99468,0.93085,0.31003,0.32104,0.23674,0.86656,0,0.000579386,0.000579386,0.000579386
31,1185.97,0.35844,0.4327,0.27814,0.85581,0,0.97842,0.98228,0.99416,0.95228,0.98202,0.98589,0.99461,0.93335,0.31808,0.31871,0.22665,0.86869,0,0.000561055,0.000561055,0.000561055
32,1222.18,0.3588,0.46468,0.27769,0.84642,0,0.98565,0.99192,0.99453,0.94759,0.98924,0.99553,0.99486,0.93075,0.3111,0.31792,0.21936,0.8693,0,0.000542723,0.000542723,0.000542723
33,1258.27,0.34644,0.45185,0.27043,0.83815,0,0.9856,0.98861,0.99438,0.94949,0.9892,0.99222,0.99471,0.93187,0.29341,0.30324,0.20712,0.85931,0,0.000524392,0.000524392,0.000524392
34,1293.96,0.33996,0.41377,0.2699,0.84568,0,0.97861,0.99278,0.99461,0.94797,0.98921,0.9928,0.99486,0.93681,0.30191,0.29083,0.21734,0.85593,0,0.00050606,0.00050606,0.00050606
35,1329.71,0.34262,0.4421,0.27304,0.83813,0,0.97446,0.99639,0.99439,0.95138,0.97804,1,0.99457,0.93733,0.29385,0.29899,0.21044,0.85358,0,0.000487729,0.000487729,0.000487729
36,1365.86,0.34352,0.42129,0.2678,0.84543,0,0.9732,0.99278,0.99424,0.95055,0.97674,0.99639,0.99461,0.93659,0.31038,0.30305,0.22064,0.86496,0,0.000469397,0.000469397,0.000469397
37,1401.78,0.35814,0.45955,0.27716,0.84258,0,0.97525,0.99594,0.99401,0.95552,0.9813,1,0.99464,0.94124,0.30613,0.28985,0.22284,0.86004,0,0.000451066,0.000451066,0.000451066
38,1437.86,0.32731,0.41573,0.25789,0.83261,0,0.98207,0.98846,0.99453,0.95393,0.98565,0.99207,0.99464,0.93568,0.30705,0.29455,0.21343,0.85949,0,0.000432734,0.000432734,0.000432734
39,1473.92,0.32717,0.40535,0.25762,0.83588,0,0.98307,0.98556,0.99457,0.9522,0.98667,0.98917,0.99468,0.93926,0.30149,0.3098,0.21018,0.85763,0,0.000414403,0.000414403,0.000414403
40,1510.12,0.3356,0.42411,0.26638,0.84548,0,0.98785,0.98195,0.99453,0.95323,0.97876,0.99801,0.99471,0.94232,0.29154,0.29702,0.21206,0.85214,0,0.000396071,0.000396071,0.000396071
41,1545.73,0.3157,0.41762,0.25028,0.82756,0,0.98206,0.98835,0.99428,0.95341,0.98565,0.99196,0.99457,0.94039,0.28752,0.29027,0.211,0.85126,0,0.00037774,0.00037774,0.00037774
42,1581.51,0.32433,0.41033,0.25213,0.83123,0,0.98972,0.97834,0.99439,0.95669,0.99338,0.98195,0.99478,0.94143,0.28738,0.28208,0.21039,0.84944,0,0.000359409,0.000359409,0.000359409
43,1617.48,0.33891,0.42149,0.26218,0.84943,0,0.99274,0.98687,0.99461,0.95534,0.99637,0.99048,0.99496,0.93979,0.27603,0.28656,0.19983,0.84564,0,0.000341077,0.000341077,0.000341077
44,1653.27,0.32101,0.41954,0.25026,0.82976,0,0.99275,0.9888,0.99409,0.9562,0.99638,0.99241,0.99496,0.93983,0.27762,0.29023,0.19781,0.8438,0,0.000322745,0.000322745,0.000322745
45,1688.98,0.30828,0.37916,0.24723,0.82847,0,0.98488,0.99278,0.99482,0.95859,0.98222,0.9972,0.99482,0.94422,0.27382,0.28911,0.1928,0.84212,0,0.000304414,0.000304414,0.000304414
46,1724.93,0.32081,0.40551,0.25502,0.8361,0,0.98912,0.98496,0.99395,0.95848,0.98928,0.99972,0.99496,0.94579,0.27762,0.28491,0.19821,0.8459,0,0.000286083,0.000286083,0.000286083
47,1760.59,0.30548,0.38828,0.24409,0.83444,0,0.98504,0.99278,0.99482,0.96183,0.98863,0.99639,0.99489,0.94434,0.27501,0.2843,0.19547,0.84744,0,0.000267751,0.000267751,0.000267751
48,1796.21,0.31512,0.38683,0.24629,0.83105,0,0.98876,0.98556,0.99468,0.95861,0.98916,0.98815,0.99478,0.94689,0.27272,0.28126,0.20031,0.84254,0,0.00024942,0.00024942,0.00024942
49,1832.76,0.30801,0.39649,0.24301,0.83295,0,0.98794,0.98556,0.99443,0.95956,0.9857,0.99573,0.99468,0.94451,0.27105,0.28564,0.19652,0.84286,0,0.000231088,0.000231088,0.000231088
50,1869.06,0.2978,0.38939,0.23563,0.82296,0,0.98129,0.98556,0.99383,0.95844,0.98924,0.99586,0.99486,0.94467,0.27099,0.28167,0.18944,0.84857,0,0.000212757,0.000212757,0.000212757
51,1902.64,0.27858,0.3579,0.22498,0.8124,0,0.98199,0.98556,0.99347,0.95962,0.98924,0.99573,0.99486,0.94605,0.28236,0.28761,0.19586,0.85421,0,0.000194425,0.000194425,0.000194425
52,1936.03,0.26719,0.34018,0.21601,0.81542,0,0.9856,0.98867,0.99432,0.95636,0.98922,0.99363,0.99482,0.94513,0.27934,0.29137,0.20021,0.85528,0,0.000176094,0.000176094,0.000176094
53,1969.71,0.27001,0.33561,0.21771,0.81698,0,0.98551,0.99278,0.99467,0.95656,0.98909,0.99639,0.99482,0.94444,0.28004,0.28901,0.19563,0.85798,0,0.000157762,0.000157762,0.000157762
54,2003.4,0.25961,0.32937,0.21074,0.81202,0,0.98486,0.98917,0.9946,0.95992,0.98847,0.99278,0.99482,0.94173,0.27508,0.2854,0.19654,0.85179,0,0.000139431,0.000139431,0.000139431
55,2036.92,0.25037,0.32396,0.20033,0.8113,0,0.98497,0.99278,0.99467,0.95705,0.98855,0.99639,0.99478,0.94438,0.27085,0.28036,0.18652,0.84953,0,0.000121099,0.000121099,0.000121099
56,2070.54,0.25465,0.32158,0.20637,0.8095,0,0.98566,0.99266,0.99464,0.96006,0.98928,0.99944,0.99478,0.94618,0.26814,0.27582,0.18446,0.84981,0,0.000102768,0.000102768,0.000102768
57,2103.89,0.24794,0.32145,0.19767,0.80898,0,0.98566,0.9926,0.9946,0.96049,0.98927,0.99854,0.99482,0.94526,0.26806,0.27517,0.18588,0.84929,0,8.4436e-05,8.4436e-05,8.4436e-05
58,2137.53,0.26161,0.3449,0.2085,0.8099,0,0.99238,0.98917,0.99467,0.9619,0.98928,0.99955,0.99489,0.94771,0.26546,0.27457,0.18358,0.84839,0,6.61045e-05,6.61045e-05,6.61045e-05
59,2171.19,0.25174,0.34072,0.20388,0.80415,0,0.98974,0.98917,0.99475,0.96173,0.98908,1,0.99489,0.94736,0.26468,0.27577,0.1839,0.84537,0,4.7773e-05,4.7773e-05,4.7773e-05
60,2204.69,0.25184,0.32234,0.20384,0.81751,0,0.98913,0.98917,0.99475,0.96068,0.98874,1,0.99489,0.94698,0.26446,0.2763,0.17812,0.84646,0,2.94415e-05,2.94415e-05,2.94415e-05
