epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
33,3076.24,0.26336,0.24994,0.22201,0.79753,0,0.99978,1,0.995,0.99018,0.99978,1,0.995,0.97303,0.185,0.19071,0.16681,0.76832,0,0.000759035,0.000759035,0.000759035
34,3172.34,0.25898,0.24818,0.22371,0.79658,0,0.99654,0.99975,0.9949,0.98921,0.99654,0.99975,0.9949,0.97428,0.19355,0.18609,0.17322,0.77339,0,0.000748036,0.000748036,0.000748036
35,3293.65,0.26331,0.26737,0.22513,0.79676,0,0.99927,1,0.995,0.98611,0.99927,1,0.995,0.97626,0.18421,0.18989,0.15895,0.76991,0,0.000737037,0.000737037,0.000737037
36,3367.8,0.25876,0.25348,0.21908,0.79591,0,0.99476,1,0.995,0.99023,0.99476,1,0.995,0.97383,0.17723,0.19136,0.16551,0.76985,0,0.000726038,0.000726038,0.000726038
37,3445.2,0.25264,0.2481,0.2154,0.79426,0,0.99607,1,0.99486,0.98816,0.99607,1,0.99486,0.97545,0.18662,0.17888,0.16905,0.77407,0,0.00071504,0.00071504,0.00071504
38,3531.87,0.25792,0.2511,0.21838,0.79435,0,0.99943,1,0.995,0.98768,0.99943,1,0.995,0.97408,0.18745,0.1897,0.15754,0.77319,0,0.000704041,0.000704041,0.000704041
39,3627.52,0.25935,0.24649,0.21972,0.7966,0,0.99618,1,0.995,0.98807,0.99618,1,0.995,0.9797,0.19685,0.19251,0.1644,0.77918,0,0.000693042,0.000693042,0.000693042
40,3746.99,0.25705,0.24144,0.21384,0.79983,0,0.99609,1,0.99369,0.98364,0.99609,1,0.99369,0.97752,0.18792,0.19541,0.15547,0.77955,0,0.000682043,0.000682043,0.000682043
41,3831.78,0.24651,0.24191,0.21096,0.79265,0,0.99936,1,0.995,0.98779,0.99936,1,0.995,0.97959,0.17898,0.18208,0.15612,0.77375,0,0.000671044,0.000671044,0.000671044
42,3918.71,0.24433,0.22824,0.20767,0.79885,0,0.9989,1,0.995,0.98794,0.9989,1,0.995,0.97544,0.17824,0.18724,0.16637,0.77246,0,0.000660045,0.000660045,0.000660045
43,4017.54,0.24424,0.23889,0.21043,0.79285,0,0.99843,1,0.995,0.99015,0.99843,1,0.995,0.97703,0.17527,0.17902,0.15774,0.77046,0,0.000649046,0.000649046,0.000649046
44,4094.37,0.24405,0.24397,0.21086,0.7918,0,0.9992,1,0.995,0.9894,0.9992,1,0.995,0.97816,0.16842,0.18126,0.15494,0.7689,0,0.000638047,0.000638047,0.000638047
45,4194.46,0.24534,0.23727,0.21056,0.79394,0,0.99943,1,0.995,0.98862,0.99943,1,0.995,0.97644,0.17367,0.17668,0.15066,0.7702,0,0.000627048,0.000627048,0.000627048
46,4337.2,0.24077,0.2383,0.20683,0.7975,0,0.99907,1,0.995,0.99102,0.99907,1,0.995,0.97854,0.17019,0.18668,0.15139,0.76698,0,0.000616049,0.000616049,0.000616049
47,4491.05,0.23693,0.23609,0.20261,0.78936,0,0.9965,1,0.995,0.98837,0.9965,1,0.995,0.97786,0.17254,0.18211,0.15569,0.76498,0,0.000605051,0.000605051,0.000605051
48,4580.37,0.23616,0.23002,0.20336,0.79678,0,0.99944,1,0.995,0.99078,0.99944,1,0.995,0.97784,0.17967,0.18232,0.15578,0.77107,0,0.000594052,0.000594052,0.000594052
49,4689.19,0.24581,0.23383,0.20958,0.7925,0,0.99925,1,0.995,0.98838,0.99925,1,0.995,0.97872,0.17604,0.17782,0.15264,0.77187,0,0.000583053,0.000583053,0.000583053
50,4775.58,0.23767,0.23033,0.20334,0.79384,0,0.99889,1,0.995,0.98952,0.99889,1,0.995,0.98181,0.17294,0.17317,0.15151,0.76787,0,0.000572054,0.000572054,0.000572054
51,4865.67,0.23424,0.23325,0.20147,0.7882,0,0.99639,1,0.995,0.99033,0.99639,1,0.995,0.97914,0.16687,0.16694,0.15068,0.7652,0,0.000561055,0.000561055,0.000561055
52,5010.9,0.23556,0.22733,0.20429,0.78938,0,0.996,1,0.995,0.98917,0.996,1,0.995,0.98439,0.16552,0.17742,0.15162,0.76951,0,0.000550056,0.000550056,0.000550056
53,5096.52,0.22629,0.22167,0.19579,0.78754,0,0.99605,1,0.99476,0.98929,0.99605,1,0.99476,0.98039,0.17995,0.18328,0.15393,0.77545,0,0.000539057,0.000539057,0.000539057
54,5181.76,0.23895,0.22977,0.20354,0.79702,0,0.99886,1,0.995,0.99275,0.99886,1,0.995,0.98389,0.16066,0.17831,0.14267,0.76866,0,0.000528058,0.000528058,0.000528058
55,5281.33,0.2323,0.22666,0.19878,0.79052,0,0.99952,1,0.995,0.99102,0.99952,1,0.995,0.97842,0.15962,0.17291,0.14028,0.76898,0,0.000517059,0.000517059,0.000517059
56,5370.85,0.22698,0.22993,0.1965,0.78719,0,0.99951,1,0.995,0.99043,0.99951,1,0.995,0.97982,0.16578,0.1838,0.14066,0.76907,0,0.00050606,0.00050606,0.00050606
57,5463.9,0.22955,0.22671,0.19675,0.7895,0,0.99956,1,0.995,0.99155,0.99956,1,0.995,0.97571,0.16913,0.18551,0.13907,0.76829,0,0.000495062,0.000495062,0.000495062
58,5549.38,0.22866,0.22799,0.19442,0.79018,0,0.9985,1,0.995,0.9914,0.9985,1,0.995,0.97969,0.15444,0.18591,0.13751,0.76691,0,0.000484063,0.000484063,0.000484063
59,5636.87,0.22355,0.22426,0.19394,0.79053,0,0.99916,1,0.995,0.99205,0.99916,1,0.995,0.97891,0.15428,0.18631,0.14024,0.76723,0,0.000473064,0.000473064,0.000473064
60,5734.85,0.2243,0.23234,0.19309,0.78949,0,0.99916,1,0.995,0.99248,0.99916,1,0.995,0.98062,0.15245,0.17867,0.13678,0.76837,0,0.000462065,0.000462065,0.000462065
61,5831.72,0.22057,0.22349,0.18975,0.78756,0,0.99869,1,0.995,0.99202,0.99869,1,0.995,0.98084,0.1508,0.18715,0.13797,0.76745,0,0.000451066,0.000451066,0.000451066
62,5899.83,0.21843,0.21983,0.18927,0.7877,0,0.99968,1,0.995,0.99239,0.99968,1,0.995,0.98121,0.15855,0.17255,0.13979,0.76758,0,0.000440067,0.000440067,0.000440067
63,5988.1,0.21922,0.21941,0.18934,0.78866,0,0.99969,1,0.995,0.99151,0.99969,1,0.995,0.98351,0.15364,0.17471,0.13576,0.76713,0,0.000429068,0.000429068,0.000429068
64,6079.72,0.21661,0.22302,0.18525,0.78673,0,0.99973,1,0.995,0.99238,0.99973,1,0.995,0.97898,0.15118,0.16968,0.13153,0.76592,0,0.000418069,0.000418069,0.000418069
65,6206.68,0.21613,0.22796,0.18812,0.78812,0,0.99953,1,0.995,0.99179,0.99953,1,0.995,0.97977,0.15185,0.17025,0.13168,0.76548,0,0.00040707,0.00040707,0.00040707
66,6314.53,0.21326,0.21984,0.18473,0.79374,0,0.99958,1,0.995,0.99169,0.99958,1,0.995,0.98242,0.15698,0.16654,0.1348,0.76561,0,0.000396071,0.000396071,0.000396071
67,6452.24,0.21175,0.21867,0.18457,0.78727,0,0.99951,1,0.995,0.99223,0.99951,1,0.995,0.9811,0.15251,0.16936,0.13646,0.76662,0,0.000385073,0.000385073,0.000385073
68,6534.88,0.22275,0.22931,0.19124,0.79351,0,0.99958,1,0.995,0.99219,0.99958,1,0.995,0.98111,0.14787,0.16655,0.12568,0.76557,0,0.000374074,0.000374074,0.000374074
69,6620.36,0.20392,0.21233,0.17864,0.7837,0,0.99964,1,0.995,0.99237,0.99964,1,0.995,0.98015,0.14831,0.1708,0.13135,0.76561,0,0.000363075,0.000363075,0.000363075
70,6704.03,0.21082,0.21543,0.18144,0.78869,0,0.99895,1,0.995,0.99187,0.99895,1,0.995,0.98144,0.15271,0.17026,0.13805,0.76751,0,0.000352076,0.000352076,0.000352076
71,6783.87,0.21701,0.222,0.19031,0.78855,0,0.99886,1,0.995,0.99239,0.99886,1,0.995,0.9797,0.16369,0.16874,0.14203,0.76673,0,0.000341077,0.000341077,0.000341077
72,6926.62,0.21186,0.22161,0.18281,0.78445,0,0.99562,1,0.995,0.99209,0.99562,1,0.995,0.97941,0.14754,0.16791,0.13245,0.76648,0,0.000330078,0.000330078,0.000330078
73,6999.21,0.20866,0.21749,0.18102,0.78839,0,0.99747,1,0.995,0.99239,0.99747,1,0.995,0.97876,0.14786,0.16716,0.13249,0.76548,0,0.000319079,0.000319079,0.000319079
74,7091.72,0.20409,0.21714,0.17795,0.78269,0,0.99631,1,0.995,0.9932,0.99631,1,0.995,0.98059,0.14686,0.17455,0.13018,0.76425,0,0.00030808,0.00030808,0.00030808
75,7198.23,0.20805,0.21875,0.181,0.78328,0,0.99797,1,0.995,0.9906,0.99797,1,0.995,0.98156,0.15214,0.18018,0.13098,0.77166,0,0.000297081,0.000297081,0.000297081
76,7302.45,0.20722,0.20713,0.17924,0.78504,0,0.99794,1,0.995,0.99233,0.99794,1,0.995,0.97753,0.14855,0.17758,0.13184,0.76648,0,0.000286083,0.000286083,0.000286083
77,7434.61,0.2072,0.22783,0.1798,0.78527,0,0.99756,1,0.995,0.99241,0.99756,1,0.995,0.983,0.14653,0.17584,0.12893,0.76571,0,0.000275084,0.000275084,0.000275084
78,7513.14,0.20003,0.21019,0.1737,0.78357,0,0.99898,1,0.995,0.99277,0.99898,1,0.995,0.98245,0.14438,0.16849,0.12688,0.76569,0,0.000264085,0.000264085,0.000264085
79,7654.21,0.20919,0.21925,0.17943,0.79098,0,0.99894,1,0.995,0.99273,0.99894,1,0.995,0.98357,0.14478,0.16771,0.12702,0.76622,0,0.000253086,0.000253086,0.000253086
80,7814.98,0.20125,0.20934,0.17538,0.78745,0,1,0.99996,0.995,0.99194,1,0.99996,0.995,0.9809,0.14197,0.17027,0.12539,0.76555,0,0.000242087,0.000242087,0.000242087
81,7923.45,0.19868,0.21254,0.17206,0.78363,0,0.99854,1,0.995,0.99208,0.99854,1,0.995,0.98096,0.13891,0.17187,0.12163,0.76446,0,0.000231088,0.000231088,0.000231088
82,8009.77,0.19128,0.19878,0.16713,0.78714,0,0.99919,1,0.995,0.99295,0.99919,1,0.995,0.98144,0.13666,0.17039,0.12452,0.76424,0,0.000220089,0.000220089,0.000220089
83,8104.93,0.19935,0.21159,0.17542,0.78119,0,1,0.9991,0.995,0.99206,1,0.9991,0.995,0.97962,0.14198,0.16762,0.13069,0.76785,0,0.00020909,0.00020909,0.00020909
84,8192.91,0.19583,0.20604,0.17119,0.78231,0,0.99627,1,0.995,0.99285,0.99627,1,0.995,0.97813,0.13836,0.17263,0.12079,0.76632,0,0.000198091,0.000198091,0.000198091
85,8287.44,0.19675,0.20772,0.1727,0.78584,0,0.99942,1,0.995,0.99344,0.99942,1,0.995,0.97888,0.14008,0.17223,0.12407,0.76554,0,0.000187092,0.000187092,0.000187092
86,8397.96,0.19419,0.21086,0.17011,0.782,0,0.999,1,0.995,0.99316,0.999,1,0.995,0.98029,0.13723,0.16801,0.11974,0.76415,0,0.000176094,0.000176094,0.000176094
87,8484.92,0.19085,0.19822,0.16631,0.78392,0,0.99961,1,0.995,0.99338,0.99961,1,0.995,0.97936,0.13746,0.16583,0.11468,0.76375,0,0.000165095,0.000165095,0.000165095
88,8585.85,0.18743,0.19945,0.16233,0.78174,0,0.99938,1,0.995,0.99342,0.99938,1,0.995,0.9798,0.13299,0.16497,0.11365,0.76357,0,0.000154096,0.000154096,0.000154096
89,8670.38,0.1938,0.21153,0.17005,0.78109,0,0.99943,1,0.995,0.99373,0.99943,1,0.995,0.98209,0.1314,0.16258,0.11358,0.7635,0,0.000143097,0.000143097,0.000143097
90,8813.83,0.19008,0.19956,0.16507,0.78504,0,0.99921,1,0.995,0.99328,0.99921,1,0.995,0.98409,0.13032,0.16476,0.11035,0.76381,0,0.000132098,0.000132098,0.000132098
91,8870.95,0.1625,0.18528,0.1463,0.76807,0,0.99918,1,0.995,0.99309,0.99918,1,0.995,0.98034,0.13662,0.17309,0.11713,0.76378,0,0.000121099,0.000121099,0.000121099
92,8994.16,0.15952,0.17895,0.14492,0.76935,0,0.99952,1,0.995,0.99367,0.99952,1,0.995,0.98243,0.13787,0.17104,0.11711,0.76358,0,0.0001101,0.0001101,0.0001101
93,9055.68,0.16297,0.1861,0.14717,0.76697,0,0.99953,1,0.995,0.99384,0.99953,1,0.995,0.98308,0.13638,0.1707,0.11711,0.76399,0,9.91012e-05,9.91012e-05,9.91012e-05
94,9156.63,0.15623,0.17736,0.14258,0.7638,0,0.9994,1,0.995,0.99374,0.9994,1,0.995,0.98224,0.13488,0.16689,0.11479,0.76407,0,8.81023e-05,8.81023e-05,8.81023e-05
95,9268.74,0.15286,0.17608,0.13861,0.76431,0,0.99942,1,0.995,0.9935,0.99942,1,0.995,0.98202,0.13475,0.16595,0.11343,0.76455,0,7.71034e-05,7.71034e-05,7.71034e-05
96,9347.82,0.1581,0.18347,0.14359,0.76312,0,0.99941,1,0.995,0.99359,0.99941,1,0.995,0.98293,0.13525,0.16835,0.11306,0.76415,0,6.61045e-05,6.61045e-05,6.61045e-05
97,9417.07,0.14941,0.17096,0.13835,0.76545,0,0.99936,1,0.995,0.99343,0.99936,1,0.995,0.983,0.13238,0.16687,0.11297,0.76392,0,5.51056e-05,5.51056e-05,5.51056e-05
98,9494.24,0.14821,0.17205,0.13753,0.76751,0,0.99942,1,0.995,0.99349,0.99942,1,0.995,0.98345,0.13183,0.16547,0.11337,0.76356,0,4.41067e-05,4.41067e-05,4.41067e-05
99,9572.17,0.14764,0.17352,0.13697,0.76049,0,0.99948,1,0.995,0.99349,0.99948,1,0.995,0.98325,0.12822,0.16531,0.11042,0.76321,0,3.31078e-05,3.31078e-05,3.31078e-05
100,9636.09,0.15131,0.17974,0.14115,0.76767,0,0.99945,1,0.995,0.99328,0.99945,1,0.995,0.98299,0.12944,0.1648,0.1098,0.76305,0,2.21089e-05,2.21089e-05,2.21089e-05
