epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
38,379.606,0.2099,0.19417,0.21854,0.80907,0,0.99916,1,0.995,0.99359,0.99916,1,0.995,0.98984,0.14823,0.15495,0.16048,0.78144,0,0.000774697,0.000774697,0.000774697
39,389.704,0.21417,0.20776,0.21474,0.80556,0,0.99933,1,0.995,0.99266,0.99933,1,0.995,0.98761,0.15271,0.15784,0.16962,0.77928,0,0.000757013,0.000757013,0.000757013
40,399.625,0.21166,0.19647,0.21922,0.80027,0,0.99934,1,0.995,0.99373,0.99934,1,0.995,0.99082,0.15506,0.1598,0.15926,0.77723,0,0.000739329,0.000739329,0.000739329
41,409.655,0.20484,0.19549,0.21069,0.80225,0,0.99927,1,0.995,0.99444,0.99927,1,0.995,0.99185,0.15042,0.15955,0.17056,0.78093,0,0.000721645,0.000721645,0.000721645
42,419.559,0.20679,0.20063,0.21381,0.80341,0,0.99837,1,0.995,0.9926,0.99837,1,0.995,0.98872,0.14754,0.1589,0.16584,0.7797,0,0.000703961,0.000703961,0.000703961
43,429.447,0.20594,0.20407,0.20918,0.80871,0,0.99907,1,0.995,0.995,0.99907,1,0.995,0.98938,0.14552,0.15457,0.16331,0.78068,0,0.000686277,0.000686277,0.000686277
44,439.408,0.20054,0.19884,0.20447,0.80853,0,0.9993,1,0.995,0.995,0.9993,1,0.995,0.98751,0.15169,0.16128,0.15951,0.78088,0,0.000668593,0.000668593,0.000668593
45,449.402,0.19582,0.19427,0.20186,0.8097,0,0.99931,1,0.995,0.9943,0.99931,1,0.995,0.9873,0.1361,0.15248,0.15286,0.77718,0,0.000650909,0.000650909,0.000650909
46,459.474,0.19618,0.19897,0.19684,0.8091,0,0.99932,1,0.995,0.99358,0.99932,1,0.995,0.99065,0.14613,0.15547,0.15743,0.77904,0,0.000633226,0.000633226,0.000633226
47,469.426,0.18608,0.19069,0.18965,0.80186,0,0.99931,1,0.995,0.99364,0.99931,1,0.995,0.98769,0.13581,0.15024,0.1541,0.77923,0,0.000615542,0.000615542,0.000615542
48,479.472,0.19743,0.18833,0.19929,0.81041,0,0.99937,1,0.995,0.995,0.99937,1,0.995,0.99164,0.1286,0.1565,0.14864,0.77907,0,0.000597858,0.000597858,0.000597858
49,489.46,0.18988,0.19236,0.19215,0.80354,0,0.99889,1,0.995,0.99337,0.99889,1,0.995,0.99004,0.14221,0.15039,0.15115,0.77946,0,0.000580174,0.000580174,0.000580174
50,499.288,0.19675,0.18997,0.19491,0.80785,0,0.99755,1,0.995,0.99331,0.99755,1,0.995,0.99021,0.13452,0.15627,0.1501,0.77737,0,0.00056249,0.00056249,0.00056249
51,509.327,0.18572,0.19169,0.18491,0.80346,0,0.99792,1,0.995,0.9943,0.99792,1,0.995,0.98769,0.13238,0.15499,0.15211,0.77791,0,0.000544806,0.000544806,0.000544806
52,519.351,0.18568,0.19474,0.188,0.7965,0,0.99935,1,0.995,0.99413,0.99935,1,0.995,0.99056,0.13433,0.15085,0.14897,0.77793,0,0.000527122,0.000527122,0.000527122
53,529.322,0.18193,0.1935,0.18366,0.79766,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.98903,0.13606,0.15063,0.14536,0.7808,0,0.000509438,0.000509438,0.000509438
54,539.432,0.18458,0.19155,0.18664,0.80455,0,0.99897,1,0.995,0.99441,0.99897,1,0.995,0.99124,0.13647,0.14752,0.15011,0.78266,0,0.000491755,0.000491755,0.000491755
55,549.187,0.18275,0.19096,0.18527,0.80024,0,0.99829,1,0.995,0.995,0.99829,1,0.995,0.99102,0.12675,0.15288,0.14064,0.77827,0,0.000474071,0.000474071,0.000474071
56,559.285,0.18113,0.18755,0.18061,0.80448,0,0.99891,1,0.995,0.99369,0.99891,1,0.995,0.98897,0.12712,0.15312,0.14121,0.77926,0,0.000456387,0.000456387,0.000456387
57,569.135,0.17646,0.1845,0.17922,0.80729,0,0.99829,1,0.995,0.99362,0.99829,1,0.995,0.99005,0.13359,0.15267,0.14994,0.78087,0,0.000438703,0.000438703,0.000438703
58,578.923,0.18201,0.18257,0.18359,0.7999,0,0.99892,1,0.995,0.99351,0.99892,1,0.995,0.99053,0.1253,0.14668,0.14045,0.78005,0,0.000421019,0.000421019,0.000421019
59,588.724,0.17312,0.1797,0.17558,0.795,0,0.99905,1,0.995,0.99441,0.99905,1,0.995,0.99059,0.12624,0.14836,0.14037,0.77999,0,0.000403335,0.000403335,0.000403335
60,598.741,0.17696,0.19035,0.17634,0.79703,0,0.99911,1,0.995,0.995,0.99911,1,0.995,0.99161,0.1244,0.14485,0.13104,0.77755,0,0.000385651,0.000385651,0.000385651
61,608.546,0.16939,0.17833,0.17203,0.80549,0,0.99932,1,0.995,0.99387,0.99932,1,0.995,0.99139,0.12506,0.14613,0.13531,0.77894,0,0.000367967,0.000367967,0.000367967
62,618.379,0.17274,0.17733,0.1699,0.80327,0,0.99933,1,0.995,0.99456,0.99933,1,0.995,0.99057,0.11769,0.14434,0.13746,0.77645,0,0.000350284,0.000350284,0.000350284
63,628.481,0.16636,0.18109,0.16597,0.80621,0,0.99932,1,0.995,0.99466,0.99932,1,0.995,0.98992,0.11718,0.14979,0.12864,0.77583,0,0.0003326,0.0003326,0.0003326
64,638.487,0.1681,0.19071,0.16801,0.80367,0,0.99933,1,0.995,0.99465,0.99933,1,0.995,0.9917,0.12466,0.14967,0.12856,0.77833,0,0.000314916,0.000314916,0.000314916
65,648.167,0.16588,0.18428,0.16796,0.79787,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.99198,0.11114,0.14383,0.12803,0.77733,0,0.000297232,0.000297232,0.000297232
66,658.043,0.16561,0.1822,0.16185,0.7956,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.99141,0.11371,0.14369,0.12642,0.77515,0,0.000279548,0.000279548,0.000279548
67,668.075,0.16244,0.1854,0.16042,0.79923,0,0.99935,1,0.995,0.99461,0.99935,1,0.995,0.99177,0.1164,0.14415,0.11879,0.77583,0,0.000261864,0.000261864,0.000261864
68,677.9,0.16078,0.17445,0.1568,0.80359,0,0.99934,1,0.995,0.99469,0.99934,1,0.995,0.99111,0.11085,0.14665,0.12282,0.7755,0,0.00024418,0.00024418,0.00024418
69,687.868,0.16262,0.18574,0.15767,0.80239,0,0.99935,1,0.995,0.99471,0.99935,1,0.995,0.99218,0.11283,0.14196,0.12081,0.77579,0,0.000226497,0.000226497,0.000226497
70,698.422,0.15866,0.17999,0.1567,0.79687,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.99231,0.11388,0.14391,0.12144,0.77471,0,0.000208813,0.000208813,0.000208813
71,734.832,0.12568,0.15964,0.13579,0.77452,0,0.9993,1,0.995,0.995,0.9993,1,0.995,0.99081,0.11055,0.14189,0.12102,0.77549,0,0.000191129,0.000191129,0.000191129
72,745.366,0.12647,0.15296,0.13709,0.75952,0,0.99927,1,0.995,0.995,0.99927,1,0.995,0.99049,0.11883,0.14512,0.12098,0.77682,0,0.000173445,0.000173445,0.000173445
73,756.073,0.12099,0.1523,0.1326,0.76792,0,0.99926,1,0.995,0.995,0.99926,1,0.995,0.99129,0.11647,0.14403,0.12306,0.77539,0,0.000155761,0.000155761,0.000155761
74,765.95,0.12334,0.15597,0.13551,0.77921,0,0.99924,1,0.995,0.995,0.99924,1,0.995,0.99149,0.1111,0.141,0.11681,0.77546,0,0.000138077,0.000138077,0.000138077
75,776.459,0.11685,0.15149,0.12737,0.77329,0,0.99918,1,0.995,0.995,0.99918,1,0.995,0.99161,0.1071,0.14349,0.11172,0.77436,0,0.000120393,0.000120393,0.000120393
76,787.037,0.11227,0.14747,0.12748,0.76551,0,0.99919,1,0.995,0.995,0.99919,1,0.995,0.9926,0.1048,0.14065,0.11057,0.77352,0,0.000102709,0.000102709,0.000102709
77,797.328,0.11194,0.14362,0.1237,0.76737,0,0.99924,1,0.995,0.995,0.99924,1,0.995,0.99299,0.10186,0.13909,0.10868,0.77403,0,8.50255e-05,8.50255e-05,8.50255e-05
78,807.255,0.10862,0.1452,0.11856,0.76844,0,0.99923,1,0.995,0.995,0.99923,1,0.995,0.99258,0.09785,0.13949,0.1056,0.77387,0,6.73416e-05,6.73416e-05,6.73416e-05
79,817.481,0.11079,0.14999,0.12345,0.76973,0,0.99922,1,0.995,0.995,0.99922,1,0.995,0.99151,0.09633,0.13971,0.10532,0.77356,0,4.96578e-05,4.96578e-05,4.96578e-05
80,827.433,0.10373,0.14858,0.11375,0.76733,0,0.99924,1,0.995,0.995,0.99924,1,0.995,0.99174,0.09527,0.13901,0.10487,0.77366,0,3.19739e-05,3.19739e-05,3.19739e-05
