epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
12,148.639,0.28049,0.24474,0.40853,0.83627,0,0.99839,1,0.995,0.98923,0.99839,1,0.995,0.98724,0.21103,0.25478,0.25932,0.80655,0,0.00123448,0.00123448,0.00123448
13,160.198,0.26671,0.22877,0.37197,0.81948,0,0.99937,1,0.995,0.99229,0.99937,1,0.995,0.99375,0.19645,0.17524,0.22826,0.80586,0,0.00121679,0.00121679,0.00121679
14,171.944,0.26467,0.22144,0.36059,0.8231,0,0.99917,1,0.995,0.99114,0.99917,1,0.995,0.99276,0.22898,0.18391,0.24118,0.80869,0,0.00119911,0.00119911,0.00119911
15,183.442,0.26977,0.23156,0.3519,0.82133,0,0.99947,1,0.995,0.99157,0.99947,1,0.995,0.99128,0.22071,0.17251,0.2252,0.81026,0,0.00118143,0.00118143,0.00118143
16,195.142,0.25567,0.23116,0.32874,0.81379,0,0.99931,1,0.995,0.99043,0.99931,1,0.995,0.99242,0.17631,0.16907,0.19839,0.80087,0,0.00116374,0.00116374,0.00116374
17,206.711,0.24836,0.21877,0.31164,0.82203,0,0.99929,1,0.995,0.9924,0.99929,1,0.995,0.99347,0.19058,0.16292,0.19656,0.80392,0,0.00114606,0.00114606,0.00114606
18,218.193,0.2495,0.20929,0.29917,0.81935,0,0.99932,1,0.995,0.99435,0.99932,1,0.995,0.99352,0.18945,0.16104,0.20156,0.80235,0,0.00112837,0.00112837,0.00112837
19,229.973,0.24541,0.22977,0.29622,0.82622,0,0.99931,1,0.995,0.99378,0.99931,1,0.995,0.99028,0.17819,0.17736,0.1741,0.79976,0,0.00111069,0.00111069,0.00111069
20,241.201,0.23581,0.21104,0.27263,0.81652,0,0.99929,1,0.995,0.9924,0.99929,1,0.995,0.99437,0.18273,0.15573,0.18504,0.80202,0,0.00109301,0.00109301,0.00109301
21,252.608,0.23377,0.2055,0.27077,0.8145,0,0.99927,1,0.995,0.99415,0.99927,1,0.995,0.99428,0.16849,0.15931,0.19659,0.79589,0,0.00107532,0.00107532,0.00107532
22,264.579,0.23444,0.20724,0.26527,0.82135,0,0.99926,1,0.995,0.99423,0.99926,1,0.995,0.99423,0.17926,0.15663,0.18188,0.80188,0,0.00105764,0.00105764,0.00105764
23,276.56,0.22158,0.19975,0.25514,0.81001,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.9943,0.16748,0.15925,0.18962,0.79709,0,0.00103995,0.00103995,0.00103995
24,288.497,0.23077,0.20245,0.25941,0.81719,0,0.99932,1,0.995,0.99318,0.99932,1,0.995,0.99227,0.17321,0.15357,0.17261,0.80596,0,0.00102227,0.00102227,0.00102227
25,300.069,0.22729,0.19613,0.25251,0.81436,0,0.99931,1,0.995,0.99394,0.99931,1,0.995,0.995,0.17223,0.15924,0.18075,0.801,0,0.00100459,0.00100459,0.00100459
26,311.697,0.21958,0.20204,0.24554,0.81242,0,0.99927,1,0.995,0.99354,0.99927,1,0.995,0.99238,0.16451,0.16065,0.17908,0.80026,0,0.000986903,0.000986903,0.000986903
27,323.721,0.22395,0.19864,0.24621,0.81278,0,0.99932,1,0.995,0.99449,0.99932,1,0.995,0.99449,0.15477,0.164,0.16733,0.8003,0,0.000969219,0.000969219,0.000969219
28,335.039,0.21519,0.20215,0.23694,0.81728,0,0.99928,1,0.995,0.99345,0.99928,1,0.995,0.99437,0.15841,0.15482,0.17,0.79564,0,0.000951535,0.000951535,0.000951535
29,346.666,0.22085,0.20268,0.23974,0.8155,0,0.99778,1,0.995,0.99282,0.99778,1,0.995,0.99415,0.14716,0.14999,0.15243,0.79822,0,0.000933851,0.000933851,0.000933851
30,358.411,0.21659,0.21726,0.23744,0.81178,0,0.99929,1,0.995,0.99302,0.99929,1,0.995,0.99378,0.15901,0.15507,0.17172,0.79746,0,0.000916168,0.000916168,0.000916168
31,370.072,0.20478,0.19516,0.22599,0.81131,0,0.99933,1,0.995,0.99367,0.99933,1,0.995,0.9945,0.15496,0.15261,0.1549,0.79725,0,0.000898484,0.000898484,0.000898484
32,381.593,0.21195,0.2062,0.22822,0.81198,0,0.99934,1,0.995,0.99418,0.99934,1,0.995,0.99446,0.15082,0.15636,0.16088,0.79686,0,0.0008808,0.0008808,0.0008808
33,393.044,0.2119,0.20687,0.22546,0.80808,0,0.99702,1,0.995,0.9916,0.99702,1,0.995,0.99448,0.15621,0.15936,0.15841,0.79679,0,0.000863116,0.000863116,0.000863116
34,404.805,0.20274,0.2007,0.21843,0.81032,0,0.99934,1,0.995,0.9936,0.99934,1,0.995,0.99379,0.15051,0.14631,0.1403,0.79664,0,0.000845432,0.000845432,0.000845432
35,416.343,0.20927,0.20917,0.21501,0.80996,0,0.99924,1,0.995,0.9946,0.99924,1,0.995,0.99467,0.14687,0.15554,0.15194,0.79671,0,0.000827748,0.000827748,0.000827748
36,428.373,0.20681,0.20898,0.21692,0.80858,0,0.99929,1,0.995,0.99361,0.99929,1,0.995,0.99452,0.14495,0.1487,0.1586,0.79535,0,0.000810064,0.000810064,0.000810064
37,439.918,0.20497,0.18625,0.20915,0.80877,0,0.99921,1,0.995,0.99242,0.99921,1,0.995,0.99443,0.14778,0.15047,0.15174,0.79721,0,0.00079238,0.00079238,0.00079238
38,451.401,0.20409,0.19101,0.21097,0.80999,0,0.99934,1,0.995,0.99432,0.99934,1,0.995,0.995,0.14579,0.1506,0.14007,0.79662,0,0.000774697,0.000774697,0.000774697
39,462.954,0.20867,0.19656,0.20879,0.81195,0,0.99932,1,0.995,0.995,0.99932,1,0.995,0.995,0.14739,0.14943,0.14643,0.79872,0,0.000757013,0.000757013,0.000757013
40,474.611,0.2037,0.19701,0.21002,0.81377,0,0.99933,1,0.995,0.99386,0.99933,1,0.995,0.995,0.1486,0.15252,0.15795,0.7987,0,0.000739329,0.000739329,0.000739329
41,486.165,0.19402,0.18942,0.19801,0.80874,0,0.99931,1,0.995,0.99467,0.99931,1,0.995,0.994,0.1273,0.14991,0.13006,0.79543,0,0.000721645,0.000721645,0.000721645
42,497.836,0.20022,0.19505,0.20202,0.81238,0,0.99932,1,0.995,0.99336,0.99932,1,0.995,0.995,0.13796,0.15451,0.14243,0.79554,0,0.000703961,0.000703961,0.000703961
43,509.322,0.19258,0.18859,0.19789,0.81269,0,0.99936,1,0.995,0.995,0.99936,1,0.995,0.99386,0.13954,0.14419,0.13175,0.79597,0,0.000686277,0.000686277,0.000686277
44,520.78,0.18885,0.18422,0.19491,0.80426,0,0.99928,1,0.995,0.99369,0.99928,1,0.995,0.995,0.12948,0.14665,0.12619,0.79556,0,0.000668593,0.000668593,0.000668593
45,532.45,0.18212,0.1824,0.19286,0.79999,0,0.99933,1,0.995,0.99449,0.99933,1,0.995,0.99454,0.13146,0.14573,0.13437,0.79391,0,0.000650909,0.000650909,0.000650909
46,544.191,0.1903,0.18483,0.19905,0.80201,0,0.99933,1,0.995,0.99463,0.99933,1,0.995,0.99462,0.12915,0.14883,0.13122,0.79406,0,0.000633226,0.000633226,0.000633226
47,555.738,0.18395,0.19109,0.19327,0.80379,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.99399,0.13342,0.14614,0.12893,0.7932,0,0.000615542,0.000615542,0.000615542
48,567.279,0.18808,0.18681,0.19268,0.80469,0,0.99932,1,0.995,0.995,0.99932,1,0.995,0.99463,0.13183,0.14139,0.13844,0.79284,0,0.000597858,0.000597858,0.000597858
49,578.716,0.18152,0.18064,0.18767,0.80285,0,0.99932,1,0.995,0.99451,0.99932,1,0.995,0.995,0.12886,0.14288,0.12775,0.79388,0,0.000580174,0.000580174,0.000580174
50,590.321,0.18899,0.18179,0.18774,0.80942,0,0.99931,1,0.995,0.99453,0.99931,1,0.995,0.9946,0.1292,0.14158,0.12752,0.79325,0,0.00056249,0.00056249,0.00056249
51,601.903,0.17868,0.186,0.18239,0.79927,0,0.99931,1,0.995,0.995,0.99931,1,0.995,0.995,0.12226,0.14576,0.11879,0.79337,0,0.000544806,0.000544806,0.000544806
52,613.579,0.17565,0.18295,0.18801,0.80402,0,0.99933,1,0.995,0.9945,0.99933,1,0.995,0.995,0.13803,0.14818,0.13008,0.7934,0,0.000527122,0.000527122,0.000527122
53,625.356,0.17669,0.18494,0.18388,0.80518,0,0.99935,1,0.995,0.99448,0.99935,1,0.995,0.99465,0.1199,0.14448,0.12146,0.79211,0,0.000509438,0.000509438,0.000509438
54,636.969,0.17519,0.19072,0.17874,0.80243,0,0.99935,1,0.995,0.99472,0.99935,1,0.995,0.99472,0.12177,0.14641,0.12273,0.79068,0,0.000491755,0.000491755,0.000491755
55,648.753,0.17342,0.18204,0.17542,0.80523,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.11489,0.14184,0.11351,0.79048,0,0.000474071,0.000474071,0.000474071
56,660.236,0.1767,0.18608,0.17332,0.80754,0,0.99934,1,0.995,0.99474,0.99934,1,0.995,0.99474,0.11657,0.14336,0.11227,0.79023,0,0.000456387,0.000456387,0.000456387
57,671.719,0.16716,0.1746,0.17061,0.79765,0,0.99936,1,0.995,0.99475,0.99936,1,0.995,0.99475,0.11689,0.13908,0.11307,0.79088,0,0.000438703,0.000438703,0.000438703
58,683.238,0.16794,0.18165,0.17288,0.79874,0,0.99935,1,0.995,0.9947,0.99935,1,0.995,0.9947,0.12473,0.13792,0.12148,0.79251,0,0.000421019,0.000421019,0.000421019
59,694.653,0.16219,0.17297,0.16513,0.7989,0,0.99936,1,0.995,0.995,0.99936,1,0.995,0.99469,0.11304,0.13741,0.11595,0.7916,0,0.000403335,0.000403335,0.000403335
60,706.22,0.1645,0.18411,0.16976,0.80915,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.99469,0.11215,0.13895,0.11484,0.79122,0,0.000385651,0.000385651,0.000385651
61,717.772,0.15732,0.17301,0.16585,0.80355,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.11678,0.13624,0.11122,0.79031,0,0.000367967,0.000367967,0.000367967
62,729.475,0.16147,0.18043,0.1653,0.80035,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.99475,0.11268,0.13749,0.10433,0.79102,0,0.000350284,0.000350284,0.000350284
63,741.437,0.1611,0.17978,0.16177,0.81458,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.995,0.10456,0.1413,0.10495,0.78995,0,0.0003326,0.0003326,0.0003326
64,752.961,0.15612,0.18146,0.15808,0.79752,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.995,0.11202,0.13739,0.1105,0.78974,0,0.000314916,0.000314916,0.000314916
65,764.756,0.15796,0.17635,0.15832,0.80518,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.99476,0.11074,0.13507,0.10337,0.78962,0,0.000297232,0.000297232,0.000297232
66,776.215,0.15467,0.17424,0.15508,0.80646,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.10604,0.13663,0.10055,0.78977,0,0.000279548,0.000279548,0.000279548
67,787.572,0.1528,0.17792,0.15164,0.80023,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.11307,0.13861,0.10714,0.78979,0,0.000261864,0.000261864,0.000261864
68,799.228,0.15299,0.17033,0.15307,0.80253,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.10755,0.13967,0.10002,0.78969,0,0.00024418,0.00024418,0.00024418
69,810.793,0.15521,0.17361,0.15286,0.79436,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.10897,0.13432,0.0938,0.79019,0,0.000226497,0.000226497,0.000226497
70,822.419,0.14943,0.17101,0.14949,0.80162,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.99476,0.10592,0.13645,0.0923,0.78881,0,0.000208813,0.000208813,0.000208813
71,860.514,0.11816,0.1505,0.1313,0.7728,0,0.99918,1,0.995,0.99472,0.99918,1,0.995,0.995,0.11004,0.13368,0.09786,0.79013,0,0.000191129,0.000191129,0.000191129
72,871.666,0.11894,0.14641,0.12289,0.77266,0,0.99933,1,0.995,0.995,0.99933,1,0.995,0.995,0.10403,0.13733,0.10264,0.7902,0,0.000173445,0.000173445,0.000173445
73,882.845,0.11373,0.14943,0.12099,0.76693,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.10461,0.1341,0.10048,0.7901,0,0.000155761,0.000155761,0.000155761
74,894.173,0.11791,0.14588,0.1209,0.7763,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.99476,0.10337,0.13343,0.09565,0.78922,0,0.000138077,0.000138077,0.000138077
75,905.269,0.11552,0.14592,0.11865,0.76425,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.10218,0.13487,0.09476,0.78969,0,0.000120393,0.000120393,0.000120393
76,916.459,0.1084,0.14416,0.11515,0.76502,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.99472,0.10393,0.13163,0.09759,0.78981,0,0.000102709,0.000102709,0.000102709
77,927.474,0.10826,0.14199,0.11182,0.7696,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.09763,0.13302,0.08826,0.78923,0,8.50255e-05,8.50255e-05,8.50255e-05
78,938.55,0.10393,0.14567,0.10849,0.76268,0,0.99934,1,0.995,0.995,0.99934,1,0.995,0.995,0.10027,0.13263,0.08962,0.78949,0,6.73416e-05,6.73416e-05,6.73416e-05
79,949.811,0.10352,0.13918,0.10437,0.7597,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.09716,0.13152,0.08849,0.78933,0,4.96578e-05,4.96578e-05,4.96578e-05
80,960.915,0.09634,0.13989,0.10211,0.76753,0,0.99935,1,0.995,0.995,0.99935,1,0.995,0.995,0.09563,0.13112,0.08967,0.78893,0,3.19739e-05,3.19739e-05,3.19739e-05
